2020-01-11;12:10:15,0.0,315.0,Cerrado
2020-01-11;12:10:17,0.0,315.0,Cerrado
2020-01-11;12:10:18,0.0,315.0,Cerrado
2020-01-11;12:10:20,0.0,315.0,Cerrado
2020-01-11;12:10:21,0.0,272.0,Cerrado
2020-01-11;12:10:23,96.15384615384616,238.0,Cerrado
2020-01-11;12:10:24,94.05594405594405,115.0,Cerrado
2020-01-11;12:10:26,0.0,50.0,Abierto
2020-01-11;12:10:27,0.0,41.0,Abierto
2020-01-11;12:10:29,0.0,41.0,Abierto
2020-01-11;12:10:30,92.13286713286713,39.0,Cerrado
2020-01-11;12:10:32,92.48251748251748,274.0,Cerrado
2020-01-11;12:10:33,0.0,222.0,Cerrado
2020-01-11;12:10:35,93.53146853146853,313.0,Cerrado
2020-01-11;12:10:36,93.7062937062937,314.0,Cerrado
2020-01-11;12:10:38,93.7062937062937,316.0,Cerrado
2020-01-11;12:10:39,93.53146853146853,315.0,Cerrado
2020-01-11;12:10:41,92.83216783216784,316.0,Cerrado
2020-01-11;12:10:42,92.48251748251748,315.0,Cerrado
2020-01-11;12:10:44,92.3076923076923,312.0,Cerrado
2020-01-11;12:10:45,92.13286713286713,308.0,Cerrado
2020-01-11;12:10:47,91.78321678321679,309.0,Cerrado
2020-01-11;12:10:48,91.25874125874127,309.0,Cerrado
2020-01-11;12:10:50,90.73426573426573,309.0,Cerrado
2020-01-11;12:10:51,90.20979020979021,309.0,Cerrado
2020-01-11;12:10:53,89.6853146853147,309.0,Cerrado
2020-01-11;12:10:54,88.81118881118881,309.0,Cerrado
2020-01-11;12:10:56,88.2867132867133,309.0,Cerrado
2020-01-11;12:10:57,87.76223776223776,308.0,Cerrado
2020-01-11;12:10:59,87.06293706293707,309.0,Cerrado
2020-01-11;12:11:00,86.36363636363636,308.0,Cerrado
2020-01-11;12:11:02,85.66433566433567,309.0,Cerrado
2020-01-11;12:11:03,85.13986013986013,309.0,Cerrado
2020-01-11;12:11:05,84.44055944055944,309.0,Cerrado
2020-01-11;12:11:06,84.0909090909091,308.0,Cerrado
2020-01-11;12:11:08,83.3916083916084,309.0,Cerrado
2020-01-11;12:11:09,82.51748251748252,309.0,Cerrado
2020-01-11;12:11:11,81.99300699300699,309.0,Cerrado
2020-01-11;12:11:12,81.64335664335664,309.0,Cerrado
2020-01-11;12:11:14,80.94405594405595,309.0,Cerrado
2020-01-11;12:11:15,80.76923076923077,309.0,Cerrado
2020-01-11;12:11:17,79.8951048951049,316.0,Cerrado
2020-01-11;12:11:18,79.54545454545455,315.0,Cerrado
2020-01-11;12:11:20,79.37062937062937,315.0,Cerrado
2020-01-11;12:11:21,79.02097902097903,313.0,Cerrado
2020-01-11;12:11:23,79.02097902097903,316.0,Cerrado
2020-01-11;12:11:24,78.32167832167832,316.0,Cerrado
2020-01-11;12:11:26,77.7972027972028,316.0,Cerrado
2020-01-11;12:11:27,77.62237762237763,316.0,Cerrado
2020-01-11;12:11:29,77.27272727272727,316.0,Cerrado
2020-01-11;12:11:30,76.92307692307693,310.0,Cerrado
2020-01-11;12:11:32,76.57342657342657,315.0,Cerrado
2020-01-11;12:11:33,76.57342657342657,316.0,Cerrado
2020-01-11;12:11:35,76.22377622377621,313.0,Cerrado
2020-01-11;12:11:36,76.22377622377621,316.0,Cerrado
2020-01-11;12:11:38,76.04895104895105,310.0,Cerrado
2020-01-11;12:11:39,76.22377622377621,313.0,Cerrado
2020-01-11;12:11:41,76.04895104895105,316.0,Cerrado
2020-01-11;12:11:42,75.87412587412588,274.0,Cerrado
2020-01-11;12:11:44,75.87412587412588,291.0,Cerrado
2020-01-11;12:11:45,75.52447552447552,130.0,Cerrado
2020-01-11;12:11:47,75.0,142.0,Cerrado
2020-01-11;12:11:48,75.0,149.0,Cerrado
2020-01-11;12:11:50,74.82517482517483,151.0,Cerrado
2020-01-11;12:11:51,74.65034965034964,150.0,Cerrado
2020-01-11;12:11:53,74.65034965034964,310.0,Cerrado
2020-01-11;12:11:54,74.47552447552448,312.0,Cerrado
2020-01-11;12:11:56,74.12587412587412,310.0,Cerrado
2020-01-11;12:11:57,74.47552447552448,312.0,Cerrado
2020-01-11;12:11:59,74.12587412587412,291.0,Cerrado
2020-01-11;12:12:00,74.12587412587412,288.0,Cerrado
2020-01-11;12:12:02,74.12587412587412,319.0,Cerrado
2020-01-11;12:12:03,74.12587412587412,319.0,Cerrado
2020-01-11;12:12:05,73.95104895104895,302.0,Cerrado
2020-01-11;12:12:06,73.95104895104895,313.0,Cerrado
2020-01-11;12:12:08,73.95104895104895,322.0,Cerrado
2020-01-11;12:12:09,73.95104895104895,321.0,Cerrado
2020-01-11;12:12:11,73.6013986013986,321.0,Cerrado
2020-01-11;12:12:12,73.6013986013986,321.0,Cerrado
2020-01-11;12:12:14,73.6013986013986,310.0,Cerrado
2020-01-11;12:12:15,73.6013986013986,319.0,Cerrado
2020-01-11;12:12:17,73.42657342657343,319.0,Cerrado
2020-01-11;12:12:18,73.95104895104895,317.0,Cerrado
2020-01-11;12:12:20,73.77622377622379,317.0,Cerrado
2020-01-11;12:12:21,73.77622377622379,318.0,Cerrado
2020-01-11;12:12:23,73.6013986013986,317.0,Cerrado
