2020-01-10;22:09:55,12.412587412587413,281.0,Abierto
2020-01-10;22:09:57,12.412587412587413,280.0,Abierto
2020-01-10;22:09:58,12.412587412587413,281.0,Abierto
2020-01-10;22:10:00,12.412587412587413,281.0,Abierto
2020-01-10;22:10:01,12.412587412587413,280.0,Abierto
2020-01-10;22:10:03,12.237762237762238,280.0,Abierto
2020-01-10;22:10:04,12.237762237762238,280.0,Abierto
2020-01-10;22:10:06,12.237762237762238,280.0,Abierto
2020-01-10;22:10:07,12.237762237762238,280.0,Abierto
2020-01-10;22:10:09,12.237762237762238,281.0,Abierto
2020-01-10;22:10:10,12.237762237762238,281.0,Abierto
2020-01-10;22:10:12,12.237762237762238,280.0,Abierto
2020-01-10;22:10:13,12.062937062937063,280.0,Abierto
2020-01-10;22:10:15,12.237762237762238,281.0,Abierto
2020-01-10;22:10:16,12.062937062937063,280.0,Abierto
2020-01-10;22:10:18,12.237762237762238,281.0,Abierto
2020-01-10;22:10:19,12.062937062937063,281.0,Abierto
2020-01-10;22:10:21,12.062937062937063,281.0,Abierto
2020-01-10;22:10:22,12.062937062937063,281.0,Abierto
