2020-01-10;22:13:14,9.44055944055944,280.0,Abierto
2020-01-10;22:13:16,9.615384615384617,280.0,Abierto
2020-01-10;22:13:17,9.44055944055944,280.0,Abierto
2020-01-10;22:13:19,9.44055944055944,279.0,Abierto
2020-01-10;22:13:20,9.090909090909092,280.0,Abierto
2020-01-10;22:13:22,9.44055944055944,280.0,Abierto
2020-01-10;22:13:23,9.44055944055944,280.0,Abierto
2020-01-10;22:13:25,9.44055944055944,281.0,Abierto
2020-01-10;22:13:26,9.44055944055944,280.0,Abierto
2020-01-10;22:13:28,9.090909090909092,280.0,Abierto
2020-01-10;22:13:29,9.090909090909092,280.0,Abierto
2020-01-10;22:13:31,9.090909090909092,280.0,Abierto
